url,number,name_hebrew,name_english,name_latin,image,text_hebrew,subspecies_distribution,description,habitat,feeding,breeding,movements,status,israel,stamp1,stamp2,stamp3,stamp4
ar1.html,314,,Little Green Bee-eater,Merops orientalis,ar1p1.jpg,":שרקרק גמדי. שרקרק קטן אך זנבו ארוך, רובו ירקרק עם גונים כחולים מתכתיים. קודקודו ועורפו ירקרקים צהבהבים, פס העין שחור ושאר חלקי הראש כחולים מתכתיים. קשתית העין אדמדמה, המקור שחור והרגלים קצרות, וצבען חום אפרפר. חלקי גופו ירקרים-צהובים-חומים, הגחון טורקיז, אברות הכנף חומות ירקרקות והזנב חום-ירוק. הזנב ארוך ושתי אברותיו המרכזיות ארוכות יותר. בית גידולו אזורים יבשים ומדבריים למחצה ואף בשולי אזורים חקלאיים. קינו מצוי במחילה החפורה בקיר של ערוץ נחל. בארץ יציב לא שכיח באזור ים המלח, הערבה, מרכז הנגב ודרומו ... והא ההוא דיתיב בי כרבא ושרק... חולין ס""ג ע'א",,,,,,,,,ar1p2.jpg,ar1p3.jpg,ar1p4.jpg,ar1p5.jpg
k14.html,53,,Eurasian Bittern,Botaurus stellaris,k14p1.jpg,":אנפה משורטטת. אנפה חומה גדולה, מסתתרת, בעונת הקינון נשמעת יותר מאשר נראית. מנומרת בשחור וקודקודה שחור נראית לעיתים בעמידה שפופה ומכווצת כעמדת איום, ולעיתים בעמידה . מתוחה וזקופה כשראשה מושט למעלה, כעמדת אזהרה. דומה לינשוף בכנפיה המעוגלות הנוטות מטה במעופה. בית גידולה חורשות קנים, אגמים וביצות. בארץ עוברת אורח וחורפת נדירה ...האנפה למינה....נזכרת בין העופות הטמאים בספר ויקרא י""א 19",,,,,,,,,k14p2.jpg,k14p3.jpg,k14p4.jpg,k14p5.jpg
k13.html,52,,Little Bittern,Ixobrychus minutus,k13p1.jpg,":אנפית גמדית, האנפה הקטנה ביותר. במעופה מתבלט הניגוד בין הצבע הכהה לבהיר בכנף. והכתם הלבן הניכר בכנפה, מיחד אותה משאר האנפות, הנקבה חומה בעלת קדקוד ועורף שחורים, הכתם על הכנף אינו בולט. הצעירים דומים לנקבה. מעופה מהיר, ועובר לגלישה לסרוגין, עוף מסתתר, אך לפעמים מטפסת על קנים כאילו היתה קנית ענקית. ולעיתים קופאת על מקומה בעמידה זקופה כאנפה מסורטטת. בית גידולה סבכי ביצות ומקווי מים מתוקים. בארץ עוברת אורח נדירה ומקננת נדירה, במרכז ובצפון ...האנפה למינה....נזכרת בין העופות הטמאים בספר ויקרא י""א 19",,,,,,,,,k13p2.jpg,k13p3.jpg,k13p4.jpg,k13p5.jpg
bd33.html,413,,Eurasian Blackbird,Turdus merula,bd33p1.jpg,":שחרור. הציפור הלאומית של שבדיה. השכיח מבין הקיכליים בארצנו. שחור כולו מלבד המקור הצהוב. הנקבה חומה ומנומרת בגחונה בפסי אורך. רגלו ארוכה, הכנף מעוגלת וקצרה והזנב ארוך ורבוע, בית גידולו משתרע במערב ודרום האזור הפלארקטי וחודר לאסיה. בכל אירופה מלבד צפונה ומישראל וטורקיה, עד דרום סין והודו. בית חיותו יערות מחטניים ורחבי עלים, שיחים סבוכים, גנים, מטעים, פרקים ואף בתוך ערים. בארץ יציבת מצוי בשפע בכל חלקי הארץ גם בחלק מהאזורים המדבריים. ..ארבעה מיני שליו הן ואלו הן שיכלי וקיכלי ופסיוני ושליו ... יומא עה ע""ב",,,,,,,,,bd33p2.jpg,bd33p3.jpg,bd33p4.jpg,bd33p5.jpg
bf36.html,467,,Blackcap,Sylvia atricapilla,bf36p1.jpg,":סבכי שחור-כיפה. סבכי גדול וחסון למדי, כנפיו ורגליו ארוכים וזנבו קצר למדי שחור-הכיפה הוא הניצוד העיקרי בקפריסין ע""י מקלות דביקים. כ1,000.000 ציפורים בשנה, לזכר כיפה שחורה, חלקי הגוף העליונים אפרפרים-זיתניים. הגחון אפרפר, אברות הכנף שחורות ושוליהן לבנים. הנקבה דומה לזכר אך בהירה יותר וראשה חום כמו למתבגר, בית גידולו משתרע על פני אירופה להוציא את סקנדינביה וצפון רוסיה. משם עד מרכז אסיה ובצפון אפריקה. בית חיותו יערות וחורשים דלילים, סבכים ושיחים ואף פארקים וגנים. בארץ עובר אורח מצוי, מבקר חורף לא שכיח ודוגר בצפון הארץ Subspecies and Distribution. S. a. atricapill Europe and W Siberia, S to Pyr'en'ees, N Italy, Balkan countries, Greece, Turkey, in USSR, Sto Crimeaand basins of middle Don and Volga. S. a. dammholzi Kuban valley (USSR)Caucasus, Transcaucasia, and N Iran. S. a. paulucci Corsica, Sardinia, Balearic Is, Tunisia, C Italy. S. a. heineken W and S-W Spain, Portugal, Madeira, and Canary Is, Morocco, and Algeria. S. a. gularis Cape Verde Is, and Azores. םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם Descriptive notes. 13-14 cm, 15-22 g, wingspan 20-23 cm. Quite large and robust warbler, with rather long wings and legs but rather short tail. Essentially dusky-brown above, pale grey below, lacks white on tail-edges, and marked only by diagnostic short cap - black on male, brownish on female and immature.Sexes dissimilar, no seasonal variation. Habitat. Breeds throughout middle latitudes of west Palearctic in temperate, boreal, and mediterranean climates, oceanic as well as continental. Highly arboreal, preferring to forage and sing in crowns of trees, often in more or less mature forest, although requiring also tall, not too dense shrubby undergrowth, especially for nesting. Food and Feeding. Chiefly insects in breeding season, mainly plant material at other times. in breeding season, mainly picks insects from leaves and twigs, at heights of up to 20 m, not significantly different from feeding height of Garden Warbler. Breeding. May-Jun in W and N-W Europe, May-Jul in Finland, Mid Apr to late Jul in S West Germany, mid Apr in S France, end Aug to end Nov in Cape Verde.Nest site, in low brambles, shrubs, and trees, on branch or among trunk suckers. Less often in creepers, tall herbs, or ferns.Nest, finely-constructed cup, often with transparent walls and or bottom, of grass and herb stems and leaves, plus rootlets and small twigs, bound together with spiders' webs and cocoons, lined with finer grasses, rootlets, and hair.4-6 eggs, sub-elliptical, smooth and glossy, very variable in ground-color and markings, mainly white or very pale buff, pink, or olive, with buff, brown, olive, red-brown, or purplish spots, speckles, and blotches.Incubation 10-16 days, by both parents. Movements. Wide variety of strategies, populations from different parts of range varying from resident to migratory.Mediterranean and Atlantic Islands races pauluccii, heineken, and gularis, chiefly resident or presumed resident. Rest of account refers to nominate and Caucasian race dammholzi , Northern and eastern birds wholly migratory, southern birds partially migratory, with most birds north of Mediterranean region leaving breeding area. 'leap-frog' migrant: northern populations move longest distance, reaching south of winter range, and populations further south apparently move progressively less far. Evidence from ringing recoveries, weight gain, and weights of grounded migrants suggests that progression is by a few long-distance movements. Status and Conservation. Not globally threatened. Abundant in Europe, population estimated over 15.000.000 pairs. Israel. In Israel subspecies S. a atricapilla the main form on passage and uncommon winter visitor. Limited breederin north, and S. a dammholzi passage migrant in smaller numbers than nominate, mainly through eastern and southern parts. S. a atricapilla in Israel S. a atricapilla S. a atricapilla S. a dammholzi in Israel HOME NEXT",,,,,,,,,bf36p2.jpg,bf36p3.jpg,bf36p4.jpg,bf36p5.jpg
/bd12.html,390,,Blackstart,Cercomela melanura,bd12p1.jpg,":שחור-זנב. ציפור שיר קטנה, אפורה בעלת זנב שחור המקנה לה את שמה, חלקי גופה העליונים אפורים , אברות כנפיה שחומות בהירות. גחונה אפרפר ובטנה לבנה. המקור אפור-שחור וקצר. הרגלים שחורות וארוכות וזנבה רבוע בית גידולה משתרע בדרום שולי מדבר סהרה לאורך חופי חצי האי ערב. דרך סיני,ישראל, ירדן וסוריה. מקום חיותה באזורים חמים וצחיחים, בעלי גבעות והרים מסולעים. בארץ יציבה ושכיחה למדי באזורים מדבריים ומדבריים למחצה בנגב, בערבה ומדבר יהודה",,,,,,,,,a0.jpg,a0.jpg,a0.jpg,a0.jpg
bd6.html,384,,Bluethroat,Luscinia svecica,bd6p1.jpg,":כחול חזה. צפור קטנה וחששנית נימנת עם הזמירים. ניכרת בבסיס זנבה הערמוני, בפס העין הבהיר ובמיוחד בצבעי הגרון והחזה. בלבוש הקיץ גרונו וחזהו של הזכר נצבע בכחול חזק וקו שחור בשוליו, במרכז הסינור הכחול ישנו כתם לבן ואצל חלק מתת המינינים הכתם אדום. בארץ מצויים שניהם. המקור שחור ודק. הרגלים שחומות וגבוהות יחסית הזנב ערמוני וקצהו שחום. בית גידולו משתרע באזור הפליארקטי מלבד האזורים הים תיכוניים והסהרו-ערבי. מקום חיותו אזורים לחים של יערות ליד גדות נהרות, וחורשות מוצפות. בארץ 4 תת מינים, מבקרי חורף שכיחים בכל חלקי הארץ בעיקר במישורים ...אמר רב יהודה בניא (כניה) שרי ברדא אסירי .... חולין סב, ע""ב",,,,,,,,,bd6p2.jpg,bd6p3.jpg,bd6p4.jpg,bd6p5.jpg
h2.html,33,,Brown Booby,Sula leucogaster,h2p1.jpg,":סולה לבנת-בטן. קטנה מהסולה המצויה, צבעה חום כהה מלבד החזה והבטן הלבנים. הצעירים דומים לבוגרים אבל בהירים במקצת. בית גידולה ים, צדה את מזונה קרוב לחוף. מקננת על צוקים באיים חשופים או איי אלמוגים. בארץ מזדמנת נדירה באילת, באקראי בים התיכון",,,,,,,,,h2p2.jpg,h2p3.jpg,h2p4.jpg,h2p5.jpg
h1a.html,32,,Masked Booby,Sula dactylatra,h1ap1.jpg,":סולת המסכה. סולה גדולה, רגליה צהובות או אפורות, אברות היד שחורות. לזכר מקור צהוב בהיר ואילו של הנקבה צהוב ירקרק חיור. הנקבה גדולה במקצת מהזכר בית חיותה, מדרום מערב האוקינוס האטלנטי דרך האוקיאנוס ההודי. ועד לאוקיאנוס השקט. מקננת באיים סלעיים ושוממים. צדה את טרפה בלב ים בעיקר דגים מעופפים ודיונונים. בארץ נצפתה בחוף ראשון לציון. בשלושה מקרים אחרים נצפתה בחופי מרוקו וספרד",,,,,,,,,h1ap2.jpg,h1ap3.jpg,h1ap4.jpg,h1ap5.jpg
bl2.html,503,,Brambling,Fringilla montifringilla,bl2p1.jpg,":פרוש הרים ראשו ועורפו שחורים, שתו הלבן בולט במעופו, והחזה ערמוני-כתום. מבדילים אותו מהפרוש המצוי. הזנב שחור. ראשו ועורפו בחורף מחליפים את צבעם לחומים-אפוורים כשל הנקבה, בית גידולו משתרע על פני צפון אירופה, מזרחה לכיון הטיגה האסיאתית. חורף במערב אירופה ובמזרח הים התיכון. בית חיותו שטחים פתוחים עם עצי ליבנה או מחטניים פזורים. בארץ עובר אורח נדיר, מבקר חורף שכיח למדי בכל חלקי הארץ במיוחד בצפון ובמרכז Subspecies and Distribution. Fringilla montifringilla North Palarctic. Winters C and S Palarctic, S to Mediterranean basin and N Africa. םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם Descriptive notes. 14 cm, 22-27 g, wingspan 25-26 cm. Medium-sized, elegant finch, with general character and behaviour of Chaffinch and rather similar basic plumage pattern but different, less varied colors in male.Both sexes show diagnostic combination of long, oval white rump and almost completely black tail. Male distinguished in breeding season by glossy black head and mantle, bordered by orange blaze from breast across shoulder and below back. In winter by black-speckled face and crown and black-splashed mantle.Female and juvenile distinguished by mottled dark brown head, with broad buff supercilium and grey sides to neck.Sexes dissimilar, marked seasonal variation in male. Habitat. Breeds across boreal and subarctic zones of west Palearctic. Owing to northerly range and arboreal requirements does not extend much up mountains, but is common on uplands in the more open birch woods, and in mixed forests of birch and conifers. Sometimes ranges beyond into lower growth of juniper, willow, or alder. Tall and dense stands in forest appear to be less favoured than open growth with clearings. Also found in riverine belts of willows. Food and Feeding. Diet based on seeds, berries, and invertebrates, especially Lepidoptera and beetles. In winter quarters specializes in beechnuts. On breeding grounds feeds mainly in trees, but other times mostly on ground, commonly in flocks. Breeding. Mid May to mid Jun in Finland, laying starts 2nd half of May in S, Jul in N Norway, late May to end of Jun in N-W RussIa, Jun -Jul in Scotland.Nest site, high in tree, often against trunk of conifer or in fork of deciduous tree.Nest, similar to that of Chaffinch but larger and more loosely built. Outer structure of moss, lichen, grass, heather, strips or juniper bark, and cobwebs, lined with feathers, moss, plant down, soft grass, hair, fur, and sometimes paper, string, etc. 3-8 eggs, sub-elliptical, smooth an glossy. Very like those of Chaffinch, but greener, and with same wide variation, from clear light blue to dark olive-brown, with sparse to dense pink to rusty spots and blotches, and sometimes fine hair-streaks.Incubation, 11-12 days, by female only. Movements All populations migratory, wintering almost entirely S of breeding range. European birds head between west and south, chiefly S-W. Extent of movement is strongly dependent on food availability. Local numbers wintering fluctuate greatly, and concentrations of millions of birds occur, especially in S-C Europe.Ringing data give evidence of winter site-fidelity, but also of individuals wintering in widely differing areas in different years. Status and Conservation. Not globally threatened. Marked annual fluctuations associated with changes in breeding distribution, and data inadequate to separate one from the other. Israel. In Israel subspecies Fringilla montifringilla scarce passage migrant and quite common winter visitor in all Israel, especially N and C parts. Fringilla montifringilla in Israel Fringilla montifringilla HOME NEXT",,,,,,,,,bl2p2.jpg,bl2p3.jpg,a0.jpg,a0.jpg
ay1.html,362,,Himalayan Bulbul,Pycnonotus leucogenys,ay1p1.jpg,":בולבול לבן-לחיים דומה לבולבול צהוב-שת אך קטן ממנו, נבדל ממנו בכתמים . הלבנים והגדולים שעל לחייו ובכתמים הלבנים שבקצה זנבו. ראשו וגרונו שחורים, לחייו לבנות, חלקי גופו העליונים אפורים בהירים. החזה חום בהיר, הגחון אפור-צהבהב, צידי גופו לבן אפרפר ושתו צהוב. זנבו חום-שחור ובשוליו כתמים קטנים לבנים. בית גידולו משתרע מערב הסעודית דרך המזרח התיכון לדרום אסיה וההימליה. ניתן לראותו באזורים חמים ויבשים מחופים עם עצי מנגרביה ועד להרים בגובה של 2 ק""מ. בנופים פתוחים עם שיחים, וליד מגורי אדם בגנים ומטעים. בארץ עובר אורח אקראי נדיר באזור אילת.",,,,,,,,,ay1p2.jpg,ay1p3.jpg,a0.jpg,a0.jpg
ay2.html,363,,White-spectacle Bulbul,Pycnonotus xanthopygos,ay2p1.jpg,":בולבול צהוב-שת, ציפור שיר בינונית בגודלה המרבה להשמיע את קולה ולזמר ומכאן שמה. בולבול בערבית - זמיר. הראש והצואר שחורים, חלקי הגוף העליונים חומים אפרפרים. הגחון אפרפר בהיר וכתם צהוב בולט על השת. קשתית העין של הזכר שחורה ושל הנקבה אדומה. עיגול לבן בולט סביב העין, המקור והרגלים כחלחלים שחורים. בית גידולו משתרע מטורקיה בצפון דרך סוריה, לבנון, ישראל ועד לדרום חצי האי ערב. מקום חיותו, כל מקום שיש בו עצים, גנים ומטעים ובקרבת מגורי אדם. נמנע משטחים פתוחים, משדות וערבות עשב. בארץ מצוי שכיח ביותר בכל חלקי הארץ.",,,,,,,,,ay2p2.jpg,ay2p3.jpg,a0.jpg,a0.jpg
bk13.html,500,,Black-headed Bunting,Emberiza melanocephala,bk13p1.jpg,":גבתון שחור-ראש. אחד הגיבתונים הגדולים, בעל מקור גדול המחודד בקצהו ורגליו ארוכות בצורה ניכרת. הזכר בולט בראשו השחור, חלקי גופו העליונים ערמוניים וגחונו צהוב. הנקבה דומה לנקבת חום-ראש, נבדלת ממנה בשתה הערמוני בהיר. שני הזויגים חסרים את הצבע הלבן בשולי הזנב בית גידולו משתרע במזרח הים התיכון והאירנו-טורני, מדרום איטליה לבלקן וטורקיה. עד לוולגה ומשם דרומה לאירן וישראל. בית חיותו סבכי שיחים, כרמים וגנים. נמנע מאזורים יבשים או לחים מאוד. בארץ עובר אורח שכיח למדי בעיקר במרכז ומזרח הארץ. דוגר קיץ שכיח במרכז וצפון הארץ ... תימה מהו אמר לא ידע האי גברא דעוף טהור חייב לשולחי ...חולין קמא, ע""ב Subspecies and Distribution. Emberiza melanocephala C and E South Europe. Eto Caspian Sea and Iran. Winters W and C South Asia, N India and NE Africa. םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם םםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםםם Descriptive notes. 16-18 cm, 28-33 g, wingspan 26-30 cm. One of the largest bunting of west Palearctic, with rather long, tapering bill, rather long body, and noticeably long legs combining into characteristically heave but sleek from shared only by Red-headed Bunting. Combination of uniformly pale, unstreaked underparts and lack of white outer tail-feathers excludes all other buntings except Red-headed Bunting.Male distinctive, with black head, chestnut back, and yellow underparts. Female and immature lack obvious characters and may not be separable from Red-headed Bunting.Sexes dissimilar, some seasonal variation in male. Habitat. Breeds in south-west Palearctic in warm temperate, Mediterranean, and steppe zones. Generally in lowlands, avoiding both drier and wetter extremes. Favours fairly dense and tall bushy and scrub vegetation, including open maquis, wooded steppes, orchards, olive groves, and vineyards, and groves or thickets along streamsides, roadsides or field borders.Also found in open forest with undergrowth, in open lowland grassland with scrub, especially thorn scrub, and on mountain slopes. Food and Feeding. Diet seeds and other plant material, invertebrates in breeding season. In summer quarters, forages principally in cultivated areas: cereal or sunflower fields, vineyards, orange groves, etc., feeding both on ground and in shrubs or low in trees. Breeding. May in W Italy, mid May to half of Jun in Croatia, mid may to end of Jun in Greece, May to mid Jun in Turkey.Nest site, low down in dense, often thorny shrub bramble, rose, rockrose, christ's thorn and commonly on vine.Nest, loose, untidy foundation of stalks of herbs, grass, and leaves, lined with fine grasses, stems, rootlets, hair, and sheep's wool. Fairly often with brightly-colored flower-heads on outside.4-5 eggs, sub-elliptical smooth and slightly glossy. Very pale blue or greenish-blue, rarely buff, rather sparsely speckled purplish-grey to olive-brown, usually concentrated towards broad end.Incubation 13-15 days by both sexes. Movements Migratory, all birds moving S-E or ESE to winter in western and central India. Leaves breeding grounds early, and returns late. Departure late Jul to Aug. Status and Conservation. Not globally threatened. Increasing, with spread along Black Sea coast. Israel. In Israel subspecies Emberiza melanocephala quite common passage migrant, mainly through eastern and central parts. Locally common breeding summer visitor in northern and central parts. Emberiza melanocephala in Israel Emberiza melanocephala(L) Emberiza hortulana(R) Emberiza melanocephala Emberiza melanocephala HOME NEXT",,,,,,,,,bk13p2.jpg,bk13p3.jpg,bk13p4.jpg,bk13p5.jpg
